Data,Hora,Origem,Payload,,
25/03/2025,21:30:02,D,2b4253500700fe2fbf006380200309020915564a5806025d61032100000100210b1001010000000119023bfcf2e853fe9c1d3f07e9031a00010407240006c4a707a6b01500000000000000020800000000000000000007e903191501061ad30b370d0a,,
25/03/2025,21:30:02,S,+SACK:1ad3$,,
25/03/2025,21:30:03,D,2b4253500700fe2fbf006380200309020915564a5806025d61032200000100210a1001010000000119023bfcf2e853fe9c1d3f07e9031a00010907240006c4a707a6b01500000000000000020800000000000000000007e9031915010b1ad498fd0d0a,,
25/03/2025,21:30:03,S,+SACK:1ad4$,,
25/03/2025,21:30:03,D,2b4253500700fe2fbf006380200309020915564a5806025d61032200000100210b1001010000000119023bfcf2e853fe9c1d3f07e9031a00010e07240006c4a707a6b01500000000000000020800000000000000000007e903191501101ad5b7310d0a,,
25/03/2025,21:30:03,S,+SACK:1ad5$,,
25/03/2025,21:30:04,D,2b4253500700fe2fbf006380200309020915564a5806025d61032200000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00011307240006c4a707a6b01500000000000000020800000000000000000007e903191501151ad6ad830d0a,,
25/03/2025,21:30:04,S,+SACK:1ad6$,,
25/03/2025,21:30:05,D,2b4253500700fe2fbf006380200309020915564a5806025d61032200000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00011807240006c4a707a6b01500000000000000020800000000000000000007e9031915011a1ad7f8200d0a,,
25/03/2025,21:30:05,S,+SACK:1ad7$,,
25/03/2025,21:30:06,D,2b4253500700fe2fbf006380200309020915564a5806025d61032200000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00011d07240006c4a707a6b01500000000000000020800000000000000000007e9031915011f1ad8a4ab0d0a,,
25/03/2025,21:30:06,S,+SACK:1ad8$,,
25/03/2025,21:30:06,D,2b4253500700fe2fbf006380200309020915564a5806025d61032200000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00012207240006c4a707a6b01500000000000000020800000000000000000007e903191501241ada92a20d0a,,
25/03/2025,21:30:06,S,+SACK:1ada$,,
25/03/2025,21:30:07,D,2b4253500700fe2fbf006380200309020915564a5806025d61032200000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00012707240006c4a707a6b01500000000000000020800000000000000000007e903191501291adb86460d0a,,
25/03/2025,21:30:07,S,+SACK:1adb$,,
25/03/2025,21:30:07,D,2b4253500700fe2fbf006380200309020915564a5806025d61032200000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00012c07240006c4a707a6b01500000000000000020800000000000000000007e9031915012e1adc1a820d0a,,
25/03/2025,21:30:07,S,+SACK:1adc$,,
25/03/2025,21:30:08,D,2b4253500700fe2fbf006380200309020915564a5806025d6103220000010021091001010000000119023bfcf2e853fe9c1d3f07e9031a00013107240006c4a707a6b01500000000000000020800000000000000000007e903191501331added480d0a,,
25/03/2025,21:30:08,S,+SACK:1add$,,
25/03/2025,21:30:09,D,2b4253500700fe2fbf006380200309020915564a5806025d61032200000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00013607240006c4a707a6b01500000000000000020800000000000000000007e903191501381ade9c820d0a,,
25/03/2025,21:30:09,S,+SACK:1ade$,,
25/03/2025,21:30:09,D,2b4253500700fe2fbf006380200309020915564a5806025d61032200000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00013b07240006c4a707a6b01500000000000000020800000000000000000007e903191502011adf5ee00d0a,,
25/03/2025,21:30:09,S,+SACK:1adf$,,
25/03/2025,21:30:10,D,2b4253500700fe2fbf006380200309020915564a5806025d61032300000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00020407240006c4a707a6b01500000000000000020800000000000000000007e903191502061ae034340d0a,,
25/03/2025,21:30:10,S,+SACK:1ae0$,,
25/03/2025,21:30:10,D,2b4253500700fe2fbf006380200309020915564a5806025d61032300000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00020907240006c4a707a6b01500000000000000020800000000000000000007e9031915020b1ae174ef0d0a,,
25/03/2025,21:30:10,S,+SACK:1ae1$,,
25/03/2025,21:30:11,D,2b4253500700fe2fbf006380200309020915564a5806025d61032300000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00020e07240006c4a707a6b01500000000000000020800000000000000000007e903191502101ae2689d0d0a,,
25/03/2025,21:30:11,S,+SACK:1ae2$,,
25/03/2025,21:30:11,D,2b4253500700fe2fbf006380200309020915564a5806025d61032300000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00021307240006c4a707a6b01500000000000000020800000000000000000007e903191502151ae329990d0a,,
25/03/2025,21:30:12,S,+SACK:1ae3$,,
25/03/2025,21:30:12,D,2b4253500700fe2fbf006380200309020915564a5806025d61032300000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00021807240006c4a707a6b01500000000000000020800000000000000000007e9031915021a1ae41cfc0d0a,,
25/03/2025,21:30:12,S,+SACK:1ae4$,,
25/03/2025,21:30:13,D,2b4253500700fe2fbf006380200309020915564a5806025d61032300000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00021d07240006c4a707a6b01500000000000000020800000000000000000007e9031915021f1ae5d36e0d0a,,
25/03/2025,21:30:13,S,+SACK:1ae5$,,
25/03/2025,21:30:14,D,2b4253500700fe2fbf006380200309020915564a5806025d61032300000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00022207240006c4a707a6b01500000000000000020800000000000000000007e903191502241ae6f5460d0a,,
25/03/2025,21:30:14,S,+SACK:1ae6$,,
25/03/2025,21:30:14,D,2b4253500700fe2fbf006380200309020915564a5806025d61032300000100210a1001010000000119023bfcf2e853fe9c1d3f07e9031a00022707240006c4a707a6b01500000000000000020800000000000000000007e903191502291ae789aa0d0a,,
25/03/2025,21:30:14,S,+SACK:1ae7$,,
25/03/2025,21:30:14,D,2b4253500700fe2fbf006380200309020915564a5806025d61032300000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00022c07240006c4a707a6b01500000000000000020800000000000000000007e9031915022e1ae8fc6e0d0a,,
25/03/2025,21:30:14,S,+SACK:1ae8$,,
25/03/2025,21:30:15,D,2b4253500700fe2fbf006380200309020915564a5806025d61032300000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00023107240006c4a707a6b01500000000000000020800000000000000000007e903191502331ae957a80d0a,,
25/03/2025,21:30:15,S,+SACK:1ae9$,,
25/03/2025,21:30:15,D,2b4253500700fe2fbf006380200309020915564a5806025d61032300000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00023607240006c4a707a6b01500000000000000020800000000000000000007e903191502381aea08b90d0a,,
25/03/2025,21:30:15,S,+SACK:1aea$,,
25/03/2025,21:30:16,D,2b4253500700fe2fbf006380200309020915564a5806025d61032300000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00023b07240006c4a707a6b01500000000000000020800000000000000000007e903191503011aeb27b30d0a,,
25/03/2025,21:30:16,S,+SACK:1aeb$,,
25/03/2025,21:30:16,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00030407240006c4a707a6b01500000000000000020800000000000000000007e903191503061aece71f0d0a,,
25/03/2025,21:30:16,S,+SACK:1aec$,,
25/03/2025,21:30:17,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00030907240006c4a707a6b01500000000000000020800000000000000000007e9031915030b1aeda7c40d0a,,
25/03/2025,21:30:17,S,+SACK:1aed$,,
25/03/2025,21:30:18,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00030e07240006c4a707a6b01500000000000000020800000000000000000007e903191503101aeebbb60d0a,,
25/03/2025,21:30:18,S,+SACK:1aee$,,
25/03/2025,21:30:18,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00031307240006c4a707a6b01500000000000000020800000000000000000007e903191503151aeffab20d0a,,
25/03/2025,21:30:18,S,+SACK:1aef$,,
25/03/2025,21:30:19,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00031807240006c4a707a6b01500000000000000020800000000000000000007e9031915031a1af02e390d0a,,
25/03/2025,21:30:19,S,+SACK:1af0$,,
25/03/2025,21:30:19,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00031d07240006c4a707a6b01500000000000000020800000000000000000007e9031915031f1af1937c0d0a,,
25/03/2025,21:30:19,S,+SACK:1af1$,,
25/03/2025,21:30:20,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00032207240006c4a707a6b01500000000000000020800000000000000000007e903191503241af2b5540d0a,,
25/03/2025,21:30:20,S,+SACK:1af2$,,
25/03/2025,21:30:20,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00032707240006c4a707a6b01500000000000000020800000000000000000007e903191503291af3a1b00d0a,,
25/03/2025,21:30:20,S,+SACK:1af3$,,
25/03/2025,21:30:21,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00032c07240006c4a707a6b01500000000000000020800000000000000000007e9031915032e1af43d740d0a,,
25/03/2025,21:30:21,S,+SACK:1af4$,,
25/03/2025,21:30:21,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00033107240006c4a707a6b01500000000000000020800000000000000000007e903191503331af596b20d0a,,
25/03/2025,21:30:21,S,+SACK:1af5$,,
25/03/2025,21:30:22,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00033607240006c4a707a6b01500000000000000020800000000000000000007e903191503381af6c9a30d0a,,
25/03/2025,21:30:22,S,+SACK:1af6$,,
25/03/2025,21:30:22,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00033b07240006c4a707a6b01500000000000000020800000000000000000007e903191504011af7b3e70d0a,,
25/03/2025,21:30:22,S,+SACK:1af7$,,
25/03/2025,21:30:23,D,2b4253500700fe2fbf006380200309020915564a5806025d61032400000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00040407240006c4a707a6b01500000000000000020800000000000000000007e903191504061af867060d0a,,
25/03/2025,21:30:23,S,+SACK:1af8$,,
25/03/2025,21:30:23,D,2b4253500700fe2fbf006380200309020915564a5806025d61032500000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00040907240006c4a707a6b01500000000000000020800000000000000000007e9031915040b1af947c40d0a,,
25/03/2025,21:30:23,S,+SACK:1af9$,,
25/03/2025,21:30:24,D,2b4253500700fe2fbf006380200309020915564a5806025d61032500000100220b1001010000000119023bfcf2e853fe9c1d3f07e9031a00040e07240006c4a707a6b01500000000000000020800000000000000000007e903191504101afa20420d0a,,
25/03/2025,21:30:24,S,+SACK:1afa$,,
25/03/2025,21:30:24,D,2b4253500700fe2fbf006380200309020915564a5806025d61032500000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00041307240006c4a707a6b01500000000000000020800000000000000000007e903191504151afb1ab20d0a,,
25/03/2025,21:30:24,S,+SACK:1afb$,,
25/03/2025,21:30:25,D,2b4253500700fe2fbf006380200309020915564a5806025d61032500000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00041807240006c4a707a6b01500000000000000020800000000000000000007e9031915041a1afd3ff60d0a,,
25/03/2025,21:30:25,S,+SACK:1afd$,,
25/03/2025,21:30:25,D,2b4253500700fe2fbf006380200309020915564a5806025d61032500000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00041d07240006c4a707a6b01500000000000000020800000000000000000007e9031915041f1afea2f10d0a,,
25/03/2025,21:30:25,S,+SACK:1afe$,,
25/03/2025,21:30:26,D,2b4253500700fe2fbf006380200309020915564a5806025d61032500000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00042207240006c4a707a6b01500000000000000020800000000000000000007e903191504241affa49b0d0a,,
25/03/2025,21:30:26,S,+SACK:1aff$,,
25/03/2025,21:30:26,D,2b4256543500fe7fbf008380200309020915564a5806025d6103252be3000000000100210c0d0347563538434725494d454900780541296d6300004cb04ad2cb920001010000000119023bfcf2e853fe9c1d3f07e9031a00042807240006c4a707a6b01500000000000000020800000000000000000007e903191504291b00c7d90d0a,,
25/03/2025,21:30:26,S,+SACK:1b00$,,
25/03/2025,21:30:27,D,2b4253500700fe2fbf006380200309020915564a5806025d61032500000100210c1001010000000119023bfcf2e853fe9c1d3f07e9031a00042707240006c4a707a6b01500000000000000020800000000000000000007e903191504291b01ef690d0a,,
25/03/2025,21:30:27,S,+SACK:1b01$,,
25/03/2025,21:30:27,D,2b4253500700fe2fbf006380200309020915564a5806025d61032500000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00042c07240006c4a707a6b01500000000000000020800000000000000000007e9031915042e1b0241fe0d0a,,
25/03/2025,21:30:27,S,+SACK:1b02$,,
25/03/2025,21:30:28,D,2b4253500700fe2fbf006380200309020915564a5806025d61032500000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00043107240006c4a707a6b01500000000000000020800000000000000000007e903191504331b03ea380d0a,,
25/03/2025,21:30:28,S,+SACK:1b03$,,
25/03/2025,21:30:30,D,2b4253500700fe2fbf006380200309020915564a5806025d61032500000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00043607240006c4a707a6b01500000000000000020800000000000000000007e903191504381b04f5ad0d0a,,
25/03/2025,21:30:30,S,+SACK:1b04$,,
25/03/2025,21:30:30,D,2b4253500700fe2fbf006380200309020915564a5806025d61032500000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00043b07240006c4a707a6b01500000000000000020800000000000000000007e903191505011b05daa70d0a,,
25/03/2025,21:30:30,S,+SACK:1b05$,,
25/03/2025,21:30:31,D,2b4253500700fe2fbf006380200309020915564a5806025d61032500000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00050407240006c4a707a6b01500000000000000020800000000000000000007e903191505071b065dd10d0a,,
25/03/2025,21:30:31,S,+SACK:1b06$,,
25/03/2025,21:30:31,D,2b4253500700fe2fbf006380200309020915564a5806025d61032600000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00050907240006c4a707a6b01500000000000000020800000000000000000007e9031915050b1b078a110d0a,,
25/03/2025,21:30:31,S,+SACK:1b07$,,
25/03/2025,21:30:32,D,2b4253500700fe2fbf006380200309020915564a5806025d61032600000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00050e07240006c4a707a6b01500000000000000020800000000000000000007e903191505101b0857ef0d0a,,
25/03/2025,21:30:32,S,+SACK:1b08$,,
25/03/2025,21:30:32,D,2b4253500700fe2fbf006380200309020915564a5806025d61032600000100220c1001010000000119023bfcf2e853fe9c1d3f07e9031a00051307240006c4a707a6b01500000000000000020800000000000000000007e903191505151b0916eb0d0a,,
25/03/2025,21:30:32,S,+SACK:1b09$,,
25/03/2025,21:30:32,D,2b4253500700fe2fbf006380200309020915564a5806025d61032600000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00051807240006c4a707a6b01500000000000000020800000000000000000007e9031915051a1b0abe0d0d0a,,
25/03/2025,21:30:32,S,+SACK:1b0a$,,
25/03/2025,21:30:33,D,2b4253500700fe2fbf006380200309020915564a5806025d61032600000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00051d07240006c4a707a6b01500000000000000020800000000000000000007e9031915051f1b0b03480d0a,,
25/03/2025,21:30:33,S,+SACK:1b0b$,,
25/03/2025,21:30:34,D,2b4253500700fe2fbf006380200309020915564a5806025d61032600000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00052207240006c4a707a6b01500000000000000020800000000000000000007e903191505241b0c65e40d0a,,
25/03/2025,21:30:34,S,+SACK:1b0c$,,
25/03/2025,21:30:34,D,2b4253500700fe2fbf006380200309020915564a5806025d61032600000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00052707240006c4a707a6b01500000000000000020800000000000000000007e903191505291b0d71000d0a,,
25/03/2025,21:30:34,S,+SACK:1b0d$,,
25/03/2025,21:30:35,D,2b4253500700fe2fbf006380200309020915564a5806025d61032600000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00052c07240006c4a707a6b01500000000000000020800000000000000000007e9031915052e1b0ead400d0a,,
25/03/2025,21:30:35,S,+SACK:1b0e$,,
25/03/2025,21:30:35,D,2b4253500700fe2fbf006380200309020915564a5806025d61032600000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00053107240006c4a707a6b01500000000000000020800000000000000000007e903191505331b0f06860d0a,,
25/03/2025,21:30:35,S,+SACK:1b0f$,,
25/03/2025,21:30:36,D,2b4253500700fe2fbf006380200309020915564a5806025d61032600000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00053607240006c4a707a6b01500000000000000020800000000000000000007e903191505381b108a2a0d0a,,
25/03/2025,21:30:36,S,+SACK:1b10$,,
25/03/2025,21:30:36,D,2b4253500700fe2fbf006380200309020915564a5806025d61032600000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00053b07240006c4a707a6b01500000000000000020800000000000000000007e903191506011b1148480d0a,,
25/03/2025,21:30:36,S,+SACK:1b11$,,
25/03/2025,21:30:37,D,2b4253500700fe2fbf006380200309020915564a5806025d61032600000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00060407240006c4a707a6b01500000000000000020800000000000000000007e903191506061b12b55a0d0a,,
25/03/2025,21:30:37,S,+SACK:1b12$,,
25/03/2025,21:30:37,D,2b4253500700fe2fbf006380200309020915564a5806025d61032700000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00060907240006c4a707a6b01500000000000000020800000000000000000007e9031915060b1b1395980d0a,,
25/03/2025,21:30:37,S,+SACK:1b13$,,
25/03/2025,21:30:38,D,2b4253500700fe2fbf006380200309020915564a5806025d61032700000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00060e07240006c4a707a6b01500000000000000020800000000000000000007e903191506101b14c96e0d0a,,
25/03/2025,21:30:38,S,+SACK:1b14$,,
25/03/2025,21:30:38,D,2b4253500700fe2fbf006380200309020915564a5806025d61032700000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00061307240006c4a707a6b01500000000000000020800000000000000000007e903191506151b15886a0d0a,,
25/03/2025,21:30:38,S,+SACK:1b15$,,
25/03/2025,21:30:39,D,2b4253500700fe2fbf006380200309020915564a5806025d61032700000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00061807240006c4a707a6b01500000000000000020800000000000000000007e9031915061a1b16fd8b0d0a,,
25/03/2025,21:30:39,S,+SACK:1b16$,,
25/03/2025,21:30:39,D,2b4253500700fe2fbf006380200309020915564a5806025d61032700000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00061d07240006c4a707a6b01500000000000000020800000000000000000007e9031915061f1b1740ce0d0a,,
25/03/2025,21:30:39,S,+SACK:1b17$,,
25/03/2025,21:30:40,D,2b4253500700fe2fbf006380200309020915564a5806025d61032700000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00062207240006c4a707a6b01500000000000000020800000000000000000007e903191506241b18a76a0d0a,,
25/03/2025,21:30:40,S,+SACK:1b18$,,
25/03/2025,21:30:40,D,2b4253500700fe2fbf006380200309020915564a5806025d61032700000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00062707240006c4a707a6b01500000000000000020800000000000000000007e903191506291b19b38e0d0a,,
25/03/2025,21:30:40,S,+SACK:1b19$,,
25/03/2025,21:30:40,D,2b4253500700fe2fbf006380200309020915564a5806025d61032700000100220b1001010000000119023bfcf2e861fe9c1d4e07e9031a00062c07240006c4a707a6b01500000000000000020800000000000000000007e9031915062e1b1a143a0d0a,,
25/03/2025,21:30:41,S,+SACK:1b1a$,,
25/03/2025,21:30:41,D,2b4253500700fe2fbf006380200309020915564a5806025d61032700000100220b1001010000000119023bfcf2e861fe9c1d4e07e9031a00063107240006c4a707a6b01500000000000000020800000000000000000007e903191506331b1bbffc0d0a,,
25/03/2025,21:30:41,S,+SACK:1b1b$,,
25/03/2025,21:30:42,D,2b4253500700fe2fbf006380200309020915564a5806025d61032700000100220b1001010000000119023bfcf2e861fe9c1d4e07e9031a00063607240006c4a707a6b01500000000000000020800000000000000000007e903191506381b1ca0690d0a,,
25/03/2025,21:30:42,S,+SACK:1b1c$,,
25/03/2025,21:30:42,D,2b4253500700fe2fbf006380200309020915564a5806025d61032800000100220a1001010000000119023bfcf2e861fe9c1d4e07e9031a00063b07240006c4a707a6b01500000000000000020800000000000000000007e903191507011b1d9c5a0d0a,,
25/03/2025,21:30:42,S,+SACK:1b1d$,,
25/03/2025,21:30:43,D,2b4253500700fe2fbf006380200309020915564a5806025d61032800000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00070407240006c4a707a6b01500000000000000020800000000000000000007e903191507061b1e44140d0a,,
25/03/2025,21:30:43,S,+SACK:1b1e$,,
25/03/2025,21:30:43,D,2b4253500700fe2fbf006380200309020915564a5806025d61032800000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00070907240006c4a707a6b01500000000000000020800000000000000000007e9031915070b1b1f04cf0d0a,,
25/03/2025,21:30:43,S,+SACK:1b1f$,,
25/03/2025,21:30:44,D,2b4253500700fe2fbf006380200309020915564a5806025d61032800000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00070e07240006c4a707a6b01500000000000000020800000000000000000007e903191507101b20ef620d0a,,
25/03/2025,21:30:44,S,+SACK:1b20$,,
25/03/2025,21:30:44,D,2b4253500700fe2fbf006380200309020915564a5806025d61032800000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00071307240006c4a707a6b01500000000000000020800000000000000000007e903191507151b21ae660d0a,,
25/03/2025,21:30:44,S,+SACK:1b21$,,
25/03/2025,21:30:45,D,2b4253500700fe2fbf006380200309020915564a5806025d61032800000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00071807240006c4a707a6b01500000000000000020800000000000000000007e9031915071a1b22db870d0a,,
25/03/2025,21:30:45,S,+SACK:1b22$,,
25/03/2025,21:30:45,D,2b4253500700fe2fbf006380200309020915564a5806025d61032800000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00071d07240006c4a707a6b01500000000000000020800000000000000000007e9031915071f1b2366c20d0a,,
25/03/2025,21:30:45,S,+SACK:1b23$,,
25/03/2025,21:30:46,D,2b4253500700fe2fbf006380200309020915564a5806025d61032800000100220c1001010000000119023bfcf2e861fe9c1d4e07e9031a00072207240006c4a707a6b01500000000000000020800000000000000000007e903191507241b24006e0d0a,,
25/03/2025,21:30:46,S,+SACK:1b24$,,
25/03/2025,21:30:46,D,2b4253500700fe2fbf006380200309020915564a5806025d61032800000100220c1001010000000000023bfcf2e861fe9c1d4e07e9031a00072707240006c4a707a6b01500000000000000020800000000000000000007e903191507291b253ae30d0a,,
25/03/2025,21:30:46,S,+SACK:1b25$,,
25/03/2025,21:30:47,D,2b4253500700fe2fbf006380200309020915564a5806025d61032800000100220c1001010000000000023bfcf2e861fe9c1d4e07e9031a00072c07240006c4a707a6b01500000000000000020800000000000000000007e9031915072e1b26e6a30d0a,,
