Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,,,,,,,,
2025-04-09 07:37:27,2025-04-09 10:37:26,2025-04-09 10:37:27,86748861317839,2951,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13854,0,0,1,1,22,12,-,1,002f08,00b6,586,-23.297973,-51.173422,724,6,c4a7,07a5420c,0,0.0,6677,985893,-,-,0,-,,,,,,,,,
2025-04-09 07:37:41,2025-04-09 10:37:41,2025-04-09 10:37:41,86748861317839,2952,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13773,0,0,1,1,22,12,-,1,1502,00d2,596,-23.299019,-51.173529,724,6,c4a7,07a5420c,0,0.0,6692,985908,-,-,0,-,,,,,,,,,
2025-04-09 07:41:40,2025-04-09 10:41:39,2025-04-09 10:41:40,86748861317839,2955,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13747,0,0,1,1,22,11,-,1,002a08,00ac,623,-23.304914,-51.17866,724,6,c4a7,07b1110b,0,0.0,7716,986932,-,-,0,-,,,,,,,,,
2025-04-09 07:41:54,2025-04-09 10:41:53,2025-04-09 10:41:54,86748861317839,2956,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13585,0,0,1,1,22,12,-,1,903,00ac,622,-23.305994,-51.178508,724,6,c4a7,07b1110b,0,0.0,7728,987140,-,-,0,-,,,,,,,,,
2025-04-09 07:42:29,2025-04-09 10:42:29,2025-04-09 10:42:29,86748861317839,2957,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13787,0,0,1,1,22,12,-,1,002f09,00ac,624,-23.307956,-51.178227,724,6,c4a7,07b1110b,0,0.0,7960,987176,-,-,0,-,,,,,,,,,
2025-04-09 07:42:45,2025-04-09 10:42:45,2025-04-09 10:42:45,86748861317839,2958,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13754,0,0,1,1,22,12,-,1,001c09,00ad,625,-23.309212,-51.178061,724,6,c4a7,07b1110c,0,0.0,7975,987191,-,-,0,-,,,,,,,,,
2025-04-09 07:43:18,2025-04-09 10:43:18,2025-04-09 10:43:18,86748861317839,2959,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13751,0,0,1,1,22,12,-,1,2804,00ad,616,-23.312047,-51.177668,724,6,c4a7,07b1110c,0,0.0,8207,987423,-,-,0,-,,,,,,,,,
2025-04-09 07:43:29,2025-04-09 10:43:29,2025-04-09 10:43:29,86748861317839,2960,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13698,0,0,1,1,22,12,-,1,000f07,00ac,614,-23.312842,-51.177562,724,6,c4a7,07a5530c,0,0.0,8216,987432,-,-,0,-,,,,,,,,,
2025-04-09 07:45:29,2025-04-09 10:45:28,2025-04-09 10:45:29,86748861317839,2962,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13829,0,0,1,1,22,12,-,1,002d05,00ac,603,-23.31642,-51.177076,724,6,c4a7,07a5530c,0,0.0,8728,987944,-,-,0,-,,,,,,,,,
2025-04-09 07:45:42,2025-04-09 10:45:41,2025-04-09 10:45:42,86748861317839,2963,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13832,0,0,1,1,22,12,-,1,1904,00ac,604,-23.317332,-51.176939,724,6,c4a7,07a5530c,0,0.0,8740,987956,-,-,0,-,,,,,,,,,
2025-04-09 07:46:45,2025-04-09 10:46:43,2025-04-09 10:46:44,86748861317839,2964,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13667,0,0,1,1,22,10,-,1,002b07,00ac,590,-23.320349,-51.176556,724,6,c4a7,07a5530c,0,0.0,8999,988215,-,-,0,-,,,,,,,,,
2025-04-09 07:46:57,2025-04-09 10:46:56,2025-04-09 10:46:57,86748861317839,2965,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13605,0,0,1,1,22,12,-,1,3,00ab,582,-23.321165,-51.176452,724,6,c4a7,07a7140b,0,0.0,9011,988423,-,-,0,-,,,,,,,,,
2025-04-09 07:47:42,2025-04-09 10:47:42,2025-04-09 10:47:42,86748861317839,2967,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13775,0,0,1,1,22,12,-,1,3002,00ac,563,-23.323008,-51.176219,724,6,c4a7,07a7140b,0,0.0,9252,988468,-,-,0,-,,,,,,,,,
2025-04-09 07:48:01,2025-04-09 10:48:01,2025-04-09 10:48:01,86748861317839,2968,GTSPD,0x09fe7fbf,802003,0x0902,0x0915,100,13663,0,0,1,1,22,12,-,1,000d05,00dd,545,-23.324424,-51.176301,724,6,c4a7,07a7140b,0,0.0,9273,988685,-,-,0,-,,,,,,,,,
2025-04-09 07:51:09,2025-04-09 10:51:08,2025-04-09 10:50:35,86748861317839,2970,GTIGF,0x09fe7fbf,802003,0x0902,0x0915,100,13639,0,0,0,1,12,11,2405,0,0,00ab,611,-23.329482,-51.177428,724,6,c4a7,07a71517,0,0,10243,989459,-,-,01a2cb5224000088,-,,,,,,,,,
2025-04-09 07:51:09,2025-04-09 10:51:08,2025-04-09 10:50:35,86748861317839,2971,GTSTT,0x09fe7fbf,802003,0x0902,0x0915,100,13639,0,0,0,1,12,11,-,0,0,00ab,611,-23.329482,-51.177428,724,6,c4a7,07a71517,0,0,10243,989459,-,-,0,-,,,,,,,,,
2025-04-09 07:51:10,2025-04-09 10:51:10,2025-04-09 10:50:11,86748861317839,2972,GTIGL,0x09fe7fbf,802003,0x0902,0x0915,100,13639,0,0,0,1,12,10,-,0,0,00ab,611,-23.329485,-51.177429,724,6,c4a7,07a71517,0,0.0,10243,989459,-,-,0,-,,,,,,,,,
2025-04-09 07:51:59,2025-04-09 10:51:58,2025-04-09 10:50:35,86748861317839,2974,GTSTT,0x09fe7fbf,802003,0x0902,0x0915,100,13155,0,0,0,1,11,11,-,0,0,00ab,611,-23.329482,-51.177428,724,6,c4a7,07a71434,0,0,10243,989459,-,-,0,-,,,,,,,,,
