Data Inclusão,Hora Inclusão,Data Evento,Hora Evento,IMEI,Sequência,Tipo Mensagem,Máscara,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,GNSS UTC Time,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On, Diferença dos tempos a partir do IGN, Diferença de tempos a partir do IGF, Time fix
24/03/2025,08:12:44,24/03/2025,08:11:46,8674886293973,0xd4a5,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,45,12068,0000,0000,01,00,21,00,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000208,0x000000,0x000000000000,-,-,-,-, None
24/03/2025,08:12:44,,,,,HBD
24/03/2025,08:12:45,24/03/2025,08:11:56,8674886293973,0xd4a6,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,45,12125,0000,0000,01,00,22,00,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a71434,0x000000,0x0000000208,0x000000,0x000000000000,-,-,-,-, None
24/03/2025,08:12:57,
24/03/2025,08:14:03,,,,,GTBDS
24/03/2025,08:14:29,24/03/2025,08:14:31,8674886293973,0xd4a9,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,47,12112,0000,0000,01,00,21,00,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000208,0x000000,0x000000000000,-,-,-,-, None
24/03/2025,08:14:45,,,,,HBD
24/03/2025,08:16:45,,,,,HBD
24/03/2025,08:18:45,,,,,HBD
24/03/2025,08:19:02,24/03/2025,08:19:04,8674886293973,0xd4ad,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,50,12060,0000,0000,01,00,22,00,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000208,0x000000,0x000000000000,-,-,-,-, None
24/03/2025,08:20:03,24/03/2025,08:20:05,8674886293973,0xd4ae,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,51,12125,0000,0000,01,00,21,00,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000208,0x000000,0x000000000000,-,-,-,-, None
24/03/2025,08:20:45,,,,,HBD
24/03/2025,08:21:20,24/03/2025,08:21:22,8674886293973,0xd4b0,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,52,12073,0000,0000,01,00,22,00,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000208,0x000000,0x000000000000,-,-,-,-, None
24/03/2025,08:21:58,24/03/2025,08:22:00,8674886293973,0xd4b1,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,52,12073,0000,0000,01,00,21,00,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000208,0x000000,0x000000000000,-,-,-,-, None
24/03/2025,08:21:59,24/03/2025,08:22:01,8674886293973,0xd4b2,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,52,12073,0000,0000,01,00,22,00,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000208,0x000000,0x000000000000,-,-,-,-, None
24/03/2025,08:22:45,24/03/2025,08:22:47,8674886293973,0xd4b3,GTSTT,0x00fe7fbf,802003,0x0902,0x0915,53,12059,0000,0000,01,00,21,00,-,00,000000,0000,0x0000,00000000,00000000,00000000000000,0724,0006,c4a7,07a7140c,0x000000,0x0000000208,0x000000,0x000000000000,-,-,-,-, None
